model,scope,k,train_rows,eval_users,recall,hit_rate,precision,ndcg,coverage,auc,logloss,train_seconds,eval_seconds,device,notes
Two-Tower,small_matrix_sample,20,1200000,1410,0.02605097,0.90141844,0.12099291,0.14357684,0.15419297,0.54956960,0.63626455,2.9959,0.0364,mlu,用户塔和视频塔分别编码，视频塔融合类别、caption 哈希文本和统计特征。
