model,scope,k,train_rows,eval_users,recall,hit_rate,precision,ndcg,coverage,auc,logloss,train_seconds,eval_seconds,device,notes
LightGCN,big_matrix,20,800000,7174,0.00255658,0.16991915,0.01027321,0.01030142,0.93847875,0.52218304,0.69308801,2.8777,0.5028,cpu,基于用户-视频正反馈二部图训练 LightGCN 图召回。
