model,scope,train_rows,valid_rows,evaluated_impressions,avg_candidates,auc,mrr,ndcg5,ndcg10,hitrate5,hitrate10,coverage5,coverage10,train_seconds,eval_seconds,notes
TwoTower+DNN-Rerank,sample,100000,100000,2695,37.10575139,0.55022928,0.27133556,0.24432897,0.31677614,0.42263451,0.64601113,0.00829271,0.01379564,1.5465,0.2500,Two-Tower 在每个曝光组内筛选 Top 20 候选，DNN Ranker 再重排。
